id,app_name,dataset,algorithm,threads,selectivity,data_skew,seal_chunk_size,r_tuples,s_tuples,r_path,s_path,r_size,s_size,seal,sort_r,sort_s
229,SGX,"Cache Exceed",Crkj,2,90,0.9,0,2097152,2097152,,,,,0,0,0
230,SGX,"Cache Exceed",Crkj,2,90,1.0,0,2097152,2097152,,,,,0,0,0
231,SGX,"Cache Exceed",Crkj,2,100,0.0,0,2097152,2097152,,,,,0,0,0
232,SGX,"Cache Exceed",Crkj,2,100,0.1,0,2097152,2097152,,,,,0,0,0
233,SGX,"Cache Exceed",Crkj,2,100,0.2,0,2097152,2097152,,,,,0,0,0
234,SGX,"Cache Exceed",Crkj,2,100,0.3,0,2097152,2097152,,,,,0,0,0
235,SGX,"Cache Exceed",Crkj,2,100,0.4,0,2097152,2097152,,,,,0,0,0
236,SGX,"Cache Exceed",Crkj,2,100,0.5,0,2097152,2097152,,,,,0,0,0
237,SGX,"Cache Exceed",Crkj,2,100,0.6,0,2097152,2097152,,,,,0,0,0
238,SGX,"Cache Exceed",Crkj,2,100,0.7,0,2097152,2097152,,,,,0,0,0
239,SGX,"Cache Exceed",Crkj,2,100,0.8,0,2097152,2097152,,,,,0,0,0
240,SGX,"Cache Exceed",Crkj,2,100,0.9,0,2097152,2097152,,,,,0,0,0
241,SGX,"Cache Exceed",Crkj,2,100,1.0,0,2097152,2097152,,,,,0,0,0
242,SGX,"Cache Exceed",Crkj,4,0,0.0,0,2097152,2097152,,,,,0,0,0
243,SGX,"Cache Exceed",Crkj,4,0,0.1,0,2097152,2097152,,,,,0,0,0
244,SGX,"Cache Exceed",Crkj,4,0,0.2,0,2097152,2097152,,,,,0,0,0
245,SGX,"Cache Exceed",Crkj,4,0,0.3,0,2097152,2097152,,,,,0,0,0
246,SGX,"Cache Exceed",Crkj,4,0,0.4,0,2097152,2097152,,,,,0,0,0
247,SGX,"Cache Exceed",Crkj,4,0,0.5,0,2097152,2097152,,,,,0,0,0
248,SGX,"Cache Exceed",Crkj,4,0,0.6,0,2097152,2097152,,,,,0,0,0
249,SGX,"Cache Exceed",Crkj,4,0,0.7,0,2097152,2097152,,,,,0,0,0
250,SGX,"Cache Exceed",Crkj,4,0,0.8,0,2097152,2097152,,,,,0,0,0
251,SGX,"Cache Exceed",Crkj,4,0,0.9,0,2097152,2097152,,,,,0,0,0
252,SGX,"Cache Exceed",Crkj,4,0,1.0,0,2097152,2097152,,,,,0,0,0
253,SGX,"Cache Exceed",Crkj,4,10,0.0,0,2097152,2097152,,,,,0,0,0
254,SGX,"Cache Exceed",Crkj,4,10,0.1,0,2097152,2097152,,,,,0,0,0
255,SGX,"Cache Exceed",Crkj,4,10,0.2,0,2097152,2097152,,,,,0,0,0
256,SGX,"Cache Exceed",Crkj,4,10,0.3,0,2097152,2097152,,,,,0,0,0
257,SGX,"Cache Exceed",Crkj,4,10,0.4,0,2097152,2097152,,,,,0,0,0
258,SGX,"Cache Exceed",Crkj,4,10,0.5,0,2097152,2097152,,,,,0,0,0
259,SGX,"Cache Exceed",Crkj,4,10,0.6,0,2097152,2097152,,,,,0,0,0
260,SGX,"Cache Exceed",Crkj,4,10,0.7,0,2097152,2097152,,,,,0,0,0
261,SGX,"Cache Exceed",Crkj,4,10,0.8,0,2097152,2097152,,,,,0,0,0
262,SGX,"Cache Exceed",Crkj,4,10,0.9,0,2097152,2097152,,,,,0,0,0
263,SGX,"Cache Exceed",Crkj,4,10,1.0,0,2097152,2097152,,,,,0,0,0
264,SGX,"Cache Exceed",Crkj,4,20,0.0,0,2097152,2097152,,,,,0,0,0
265,SGX,"Cache Exceed",Crkj,4,20,0.1,0,2097152,2097152,,,,,0,0,0
266,SGX,"Cache Exceed",Crkj,4,20,0.2,0,2097152,2097152,,,,,0,0,0
267,SGX,"Cache Exceed",Crkj,4,20,0.3,0,2097152,2097152,,,,,0,0,0
268,SGX,"Cache Exceed",Crkj,4,20,0.4,0,2097152,2097152,,,,,0,0,0
269,SGX,"Cache Exceed",Crkj,4,20,0.5,0,2097152,2097152,,,,,0,0,0
270,SGX,"Cache Exceed",Crkj,4,20,0.6,0,2097152,2097152,,,,,0,0,0
271,SGX,"Cache Exceed",Crkj,4,20,0.7,0,2097152,2097152,,,,,0,0,0
272,SGX,"Cache Exceed",Crkj,4,20,0.8,0,2097152,2097152,,,,,0,0,0
273,SGX,"Cache Exceed",Crkj,4,20,0.9,0,2097152,2097152,,,,,0,0,0
