teebenchargs_id,algorithm,threads,relR,relS,matches,phase1Cycles,phase2Cycles,cyclesPerTuple,phase1Time,phase2Time,totalTime,throughput,phase1L3CacheMisses,phase1L3HitRatio,phase1L2CacheMisses,phase1L2HitRatio,phase1IPC,phase1IR,phase1EWB,phase1VoluntaryCS,phase1InvoluntaryCS,phase1UserCpuTime,phase1SystemCpuTime,phase2L3CacheMisses,phase2L3HitRatio,phase2L2CacheMisses,phase2L2HitRatio,phase2IPC,phase2IR,phase2EWB,phase2VoluntaryCS,phase2InvoluntaryCS,phase2UserCpuTime,phase2SystemCpuTime,totalL3CacheMisses,totalL3HitRatio,totalL2CacheMisses,totalL2HitRatio,totalIPC,totalIR,totalEWB,totalVoluntaryCS,totalInvoluntaryCS,totalUserCpuTime,totalSystemCpuTime
1312,PSM,10,1310720,5242880,5242880,578172554,58995182,97,0,0,186975,35.0507,7479,0.92,107290,0.38,0.00,11319249,338,75,18,1537453,26426,565,0.95,11885,0.25,0.02,1491786,0,0,16,15406,0,10063,0.92,139002,0.35,0.00,16263327,1304,75,82,1553995,27758
1313,PSM,10,1310720,5242880,5242880,560930108,58281034,94,0,0,181707,36.0669,7526,0.91,100795,0.37,0.00,10517884,338,80,18,1497228,12050,514,0.95,10261,0.25,0.02,1375933,0,0,16,15195,0,9961,0.91,131121,0.35,0.00,15339803,1305,80,82,1513691,13282
1314,PSM,10,1310720,5242880,5242880,588430662,57464608,98,0,0,189537,34.5769,7014,0.92,104798,0.37,0.00,11561082,338,79,28,1585199,5220,227,0.97,9187,0.24,0.02,1274058,0,0,16,11939,2989,9404,0.92,135899,0.35,0.00,16444948,1304,79,92,1597410,10425
1315,PSM,10,1310720,5242880,5242880,584283702,54429742,97,0,0,187429,34.9658,30750,0.80,189040,0.47,0.00,30472718,338,80,17,1580845,0,234,0.98,12092,0.24,0.02,1465200,0,0,16,14438,0,33125,0.82,222095,0.45,0.00,35442067,1304,80,81,1596883,559
1316,PSM,10,1310720,5242880,5242880,557974038,55011312,93,0,0,179880,36.4332,9865,0.90,112290,0.39,0.00,11913871,353,84,17,1455699,45930,624,0.94,11484,0.25,0.02,1487493,0,0,16,11814,2699,12450,0.90,144900,0.36,0.00,16927298,1320,84,81,1467869,50468
1317,PSM,10,1310720,5242880,5242880,522445264,60055074,88,0,0,170936,38.3395,7868,0.91,98376,0.39,0.00,10734186,338,81,18,1353577,41776,425,0.96,11117,0.32,0.03,2084902,0,0,16,11959,3744,10439,0.91,130572,0.36,0.00,16356453,1304,81,82,1366191,47373
1318,PSM,10,1310720,5242880,5242880,507348504,55845330,85,0,0,165269,39.6541,7369,0.91,95026,0.39,0.00,10167724,338,78,18,1327218,1280,1081,0.89,10696,0.39,0.03,2067150,0,0,16,12668,1748,10424,0.91,126448,0.37,0.00,15730560,1304,78,82,1340533,4972
1319,PSM,10,1310720,5242880,5242880,471188340,44270854,78,0,0,151263,43.3259,6941,0.91,94824,0.39,0.00,10428535,338,74,17,1194507,0,507,0.95,9930,0.25,0.03,1336734,0,0,16,11070,0,9515,0.91,125396,0.37,0.00,15267800,1304,74,81,1207544,631
1320,PSM,11,1310720,5242880,5242880,567998854,28955250,91,0,0,175176,37.4115,7832,0.92,112344,0.38,0.00,11164250,368,92,19,1561603,4569,251,0.97,7913,0.25,0.04,1198764,0,0,16,4700,2125,10014,0.92,141216,0.36,0.00,15857810,1335,92,83,1566767,8461
1321,PSM,11,1310720,5242880,5242880,565403684,59063346,95,0,0,183262,35.7608,7946,0.92,112408,0.39,0.00,11594366,384,87,17,1655107,16495,276,0.97,9024,0.24,0.02,1268066,0,0,16,15373,0,10129,0.92,143139,0.36,0.00,16390259,1350,87,81,1672281,17323
1322,PSM,11,1310720,5242880,5242880,583577400,56919378,97,0,0,187952,34.8685,8760,0.91,117339,0.40,0.00,13483410,353,85,18,1701338,29451,329,0.97,10476,0.24,0.02,1361423,0,0,16,14744,0,10855,0.92,149742,0.38,0.00,18396718,1319,85,82,1717473,30672
1323,PSM,11,1310720,5242880,5242880,566790006,55514124,94,0,0,182615,35.8875,8239,0.91,113537,0.37,0.00,12605622,353,87,28,1676764,1035,536,0.95,10992,0.24,0.02,1440229,0,0,16,14710,0,10666,0.92,145375,0.35,0.00,17529786,1320,87,92,1692628,2109
1324,PSM,11,1310720,5242880,5242880,549849282,58459210,92,0,0,178507,36.7134,8733,0.91,119171,0.37,0.00,13006143,369,87,19,1620312,0,349,0.96,9928,0.25,0.02,1322070,0,0,16,15223,0,10835,0.92,149542,0.35,0.00,17763996,1335,87,83,1637520,532
1325,PSM,11,1310720,5242880,5242880,583681584,57572398,97,0,0,188174,34.8273,24558,0.79,135131,0.37,0.00,12521033,338,87,27,1699408,27854,300,0.97,9875,0.25,0.02,1323426,0,0,16,14975,0,26703,0.82,166218,0.35,0.00,17361287,1304,87,91,1715589,29246
1326,PSM,11,1310720,5242880,5242880,552469354,57783176,93,0,0,179078,36.5963,7771,0.91,105133,0.39,0.00,11784500,352,81,18,1630821,0,533,0.95,10406,0.26,0.02,1392535,0,0,16,14886,0,10357,0.91,137978,0.36,0.00,16793255,1320,81,82,1647849,574
1327,PSM,11,1310720,5242880,5242880,526522462,55673344,88,0,0,170846,38.3597,8835,0.90,111840,0.39,0.00,12543656,353,87,22,1549144,0,742,0.94,13245,0.25,0.02,1577478,0,0,16,14600,0,11865,0.91,147679,0.36,0.00,17832434,1320,87,86,1565506,510
1328,PSM,11,1310720,5242880,5242880,513176228,58148388,87,0,0,167656,39.0896,7023,0.92,100388,0.40,0.00,10590080,368,85,19,1507043,0,1198,0.89,11491,0.37,0.03,2111054,0,0,16,15275,0,10206,0.91,132240,0.38,0.00,16206934,1334,85,83,1524159,533
1329,PSM,11,1310720,5242880,5242880,519558240,54749262,87,0,0,168531,38.8866,9314,0.90,109549,0.38,0.00,12567297,353,85,18,1499284,0,617,0.94,11358,0.37,0.03,2108100,0,0,16,14300,0,11898,0.90,141305,0.36,0.00,18139716,1319,85,82,1515408,532
1330,PSM,11,1310720,5242880,5242880,457970480,43738536,76,0,0,147228,44.5133,14234,0.85,111779,0.38,0.00,12307321,338,88,18,1268588,0,490,0.95,9498,0.26,0.02,1326070,0,0,16,11155,0,16600,0.87,142024,0.36,0.00,17092339,1305,88,82,1281469,556
1331,PSM,12,1310720,5242880,5242880,560852686,29953452,90,0,0,173372,37.8008,7573,0.92,111075,0.39,0.00,12359257,352,90,17,1650917,29674,312,0.96,7967,0.27,0.04,1232707,0,0,16,4773,2178,9844,0.92,141653,0.37,0.00,17251183,1318,90,81,1656241,33802
1332,PSM,12,1310720,5242880,5242880,561062824,58767452,94,0,0,181889,36.0308,8248,0.92,117912,0.41,0.00,12935979,399,97,16,1804120,0,1055,0.91,11698,0.27,0.02,1417766,0,0,16,15307,0,11306,0.91,150413,0.38,0.00,17831398,1365,97,80,1821428,597
1333,PSM,12,1310720,5242880,5242880,552788464,58941810,93,0,0,179512,36.5079,7264,0.93,119830,0.39,0.00,12775123,384,98,17,1748907,23003,457,0.95,10227,0.25,0.02,1363235,0,0,16,15319,0,9900,0.92,151958,0.37,0.00,17719064,1351,98,81,1765464,24323
1334,PSM,12,1310720,5242880,5242880,535102694,58870234,90,0,0,174302,37.5991,9107,0.91,122339,0.39,0.00,13126091,398,94,17,1717086,0,342,0.96,9445,0.24,0.02,1302854,0,0,16,15333,0,11623,0.91,154122,0.37,0.00,18003548,1365,94,81,1734417,537
1335,PSM,12,1310720,5242880,5242880,535603782,58359550,90,0,0,174299,37.5998,8838,0.91,120459,0.39,0.00,12919506,398,95,20,1717714,0,347,0.97,10315,0.24,0.02,1354452,0,0,16,15159,0,11323,0.91,152241,0.37,0.00,17792207,1365,95,84,1734849,539
1336,PSM,12,1310720,5242880,5242880,563223714,57575468,94,0,0,182173,35.9746,7841,0.92,116439,0.40,0.00,12906251,383,93,16,1812361,0,466,0.95,10089,0.25,0.02,1344084,0,0,16,15106,0,10182,0.92,147392,0.37,0.00,17719113,1351,93,80,1829329,583
1337,PSM,12,1310720,5242880,5242880,539920196,57805910,91,0,0,175403,37.3631,7903,0.92,116465,0.40,0.00,12517051,384,99,16,1704627,25858,8635,0.71,31696,0.28,0.04,2764036,0,0,17,11995,2973,18564,0.87,168770,0.36,0.00,18818704,1350,99,81,1716752,31255
1338,PSM,12,1310720,5242880,5242880,513092914,55034818,86,0,0,166718,39.3095,9050,0.91,119717,0.39,0.00,13894424,384,100,15,1592728,46306,570,0.95,11737,0.23,0.02,1445088,0,0,16,14514,0,11599,0.91,152761,0.36,0.00,18846465,1350,100,79,1608382,47382
1339,PSM,12,1310720,5242880,5242880,493413492,58984116,84,0,0,162102,40.4289,8445,0.92,118961,0.40,0.00,12644077,384,100,16,1548881,16760,370,0.96,8717,0.38,0.03,1921294,0,0,16,15666,0,10818,0.92,148538,0.38,0.00,18030055,1350,100,80,1565400,18216
1340,PSM,12,1310720,5242880,5242880,506918354,60205048,86,0,0,166423,39.3792,354570,0.87,3634189,0.26,0.05,339197408,384,91,19,1502419,3990,686,0.94,12650,0.42,0.04,2565904,0,0,16,12696,1687,397224,0.87,4147179,0.26,0.05,395682989,1350,91,83,1515717,7445
1341,PSM,12,1310720,5242880,5242880,433650266,43064408,72,0,0,139895,46.8466,8114,0.91,108248,0.39,0.00,12211769,383,101,17,1271514,23676,1353,0.89,13200,0.26,0.03,1585308,0,0,16,8832,2222,11560,0.91,143113,0.37,0.00,17371105,1349,101,81,1280857,27541
1342,PSM,13,1310720,5242880,5242880,538036070,30259824,86,0,0,166766,39.2982,7144,0.93,119288,0.40,0.00,14268150,414,103,17,1729147,0,289,0.96,8099,0.25,0.04,1222246,0,0,16,4752,2187,9432,0.93,148571,0.37,0.00,19015633,1380,103,81,1734777,3846
1343,PSM,13,1310720,5242880,5242880,554385444,59352492,93,0,0,180101,36.3885,8060,0.92,122680,0.40,0.00,14107019,414,110,16,1926856,0,614,0.94,11324,0.26,0.02,1446523,0,0,16,15600,0,10821,0.92,155213,0.37,0.00,19049348,1380,110,80,1944345,542
1344,PSM,13,1310720,5242880,5242880,543040592,58572120,91,0,0,176543,37.1218,9780,0.91,126603,0.40,0.00,14428612,414,99,17,1878865,2314,258,0.97,9731,0.24,0.02,1313991,0,0,16,15237,0,11892,0.91,156522,0.38,0.00,19200133,1380,99,81,1895230,3793
1345,PSM,13,1310720,5242880,5242880,527430576,58860242,89,0,0,172047,38.0919,9348,0.91,125029,0.40,0.00,14618532,415,103,16,1813917,8166,548,0.95,11160,0.24,0.02,1427467,0,0,16,15453,0,11892,0.91,157361,0.38,0.00,19537093,1383,103,80,1830432,9549
1346,PSM,13,1310720,5242880,5242880,538810648,58460884,91,0,0,175269,37.3917,18227,0.84,135983,0.38,0.00,15185734,414,110,29,1842825,23198,303,0.97,9774,0.24,0.02,1317231,0,0,16,13037,2132,20521,0.86,167835,0.36,0.00,20087886,1380,110,93,1856593,27141
1347,PSM,13,1310720,5242880,5242880,549476802,57926346,92,0,0,178242,36.7680,9161,0.91,121937,0.41,0.00,14044634,399,100,15,1891175,16135,409,0.96,10604,0.25,0.02,1392299,0,0,16,13007,1987,11742,0.91,154412,0.38,0.00,19018574,1365,100,79,1904933,19898
1348,PSM,13,1310720,5242880,5242880,533368362,56128620,89,0,0,172988,37.8847,9026,0.91,123178,0.41,0.00,14106536,399,101,16,1835151,9495,473,0.96,12386,0.25,0.02,1494272,0,0,16,14805,0,11364,0.92,156629,0.38,0.00,19090068,1366,101,80,1851119,10643
1349,PSM,13,1310720,5242880,5242880,517796364,55865958,87,0,0,168342,38.9303,7411,0.92,118265,0.41,0.00,14475222,414,108,16,1787669,0,358,0.96,9596,0.24,0.02,1307862,0,0,16,14422,0,9759,0.92,148636,0.38,0.00,19254947,1380,108,80,1804124,524
1350,PSM,13,1310720,5242880,5242880,487920956,59574398,83,0,0,160664,40.7907,8225,0.92,118443,0.40,0.00,14008951,415,111,15,1633780,40814,511,0.94,9721,0.40,0.03,2092998,0,0,16,12209,3428,10788,0.92,149775,0.39,0.00,19628320,1381,111,79,1646882,45748
1351,PSM,13,1310720,5242880,5242880,492631824,57032590,83,0,0,161301,40.6296,8340,0.91,112302,0.42,0.00,13669282,399,100,15,1660407,0,744,0.94,12196,0.34,0.03,2218231,0,0,16,14932,0,11156,0.91,145068,0.40,0.00,19363292,1365,100,79,1677186,527
1352,PSM,13,1310720,5242880,5242880,464036124,43449572,77,0,0,148923,44.0066,8446,0.91,112995,0.40,0.00,14088182,414,106,15,1514513,0,427,0.96,11214,0.24,0.03,1410047,0,0,16,11119,0,10852,0.91,145052,0.38,0.00,18985145,1380,106,79,1527308,555
1353,PSM,14,1310720,5242880,5242880,534688478,30814378,86,0,0,165947,39.4921,10990,0.90,141026,0.39,0.00,16972348,430,118,31,1822239,18923,377,0.96,10771,0.23,0.04,1366513,0,0,16,7055,0,13374,0.91,172754,0.37,0.00,21811448,1397,118,95,1830592,20274
1354,PSM,14,1310720,5242880,5242880,532946074,59966256,90,0,0,173990,37.6665,20356,0.84,154345,0.40,0.00,19348326,430,119,16,1982706,0,816,0.93,12892,0.30,0.02,1781866,0,0,16,15673,0,23162,0.86,188564,0.38,0.00,24633407,1396,119,80,2000367,534
1355,PSM,14,1310720,5242880,5242880,535057858,55891424,90,0,0,173414,37.7916,9204,0.92,135196,0.41,0.00,16011032,414,110,29,1996616,0,402,0.96,11280,0.23,0.02,1404139,0,0,16,14757,0,11464,0.92,168630,0.38,0.00,20928427,1382,110,93,2013085,575
1356,PSM,14,1310720,5242880,5242880,526541758,58622702,89,0,0,171717,38.1651,9552,0.91,131171,0.39,0.00,16338340,429,109,16,1961556,0,433,0.95,9579,0.25,0.02,1322699,0,0,16,15561,0,11922,0.91,162127,0.37,0.00,21185977,1395,109,80,1978812,527
1357,PSM,14,1310720,5242880,5242880,519952492,57845226,88,0,0,169555,38.6518,10003,0.91,133754,0.39,0.00,16710133,430,111,18,1935753,0,719,0.94,13285,0.25,0.02,1572441,0,0,16,15297,0,12680,0.91,167691,0.37,0.00,21743896,1396,111,82,1952792,532
1358,PSM,14,1310720,5242880,5242880,546584928,56766482,92,0,0,177054,37.0147,8604,0.92,129410,0.40,0.00,16110278,431,115,17,2031822,11102,251,0.97,8750,0.24,0.02,1254191,0,0,16,15009,0,10719,0.92,159952,0.38,0.00,20883905,1397,115,81,2047986,12167
1359,PSM,14,1310720,5242880,5242880,519689956,56168248,87,0,0,168986,38.7819,8556,0.92,130240,0.39,0.00,16007485,430,115,16,1928968,0,245,0.98,10141,0.22,0.02,1319986,0,0,16,14826,0,10694,0.92,161694,0.37,0.00,20815944,1396,115,80,1945507,541
1360,PSM,14,1310720,5242880,5242880,505157798,52965512,85,0,0,163782,40.0142,7915,0.93,128673,0.41,0.00,16260071,430,115,35,1868878,0,473,0.95,10127,0.24,0.02,1361258,0,0,16,13955,0,10339,0.92,159593,0.38,0.00,21104737,1396,115,99,1884476,587
1361,PSM,14,1310720,5242880,5242880,478362854,60412816,82,0,0,158105,41.4509,9006,0.91,122786,0.41,0.00,15435067,414,120,18,1714226,49556,762,0.94,13210,0.40,0.03,2248417,0,0,16,13130,2619,11669,0.91,158749,0.39,0.00,21275591,1380,120,82,1728053,54024
1362,PSM,14,1310720,5242880,5242880,488679090,55397434,83,0,0,159660,41.0472,9093,0.91,128097,0.40,0.00,16680940,430,118,21,1754357,14619,426,0.95,9820,0.37,0.03,2013767,0,0,16,12830,1759,11558,0.92,159474,0.38,0.00,22228352,1396,118,85,1767676,18187
1363,PSM,14,1310720,5242880,5242880,455682664,42964822,76,0,0,146330,44.7864,7957,0.92,119660,0.40,0.00,15103336,430,112,17,1530682,62434,266,0.97,8622,0.25,0.02,1238274,0,0,16,8847,2137,10220,0.92,150491,0.37,0.00,19900388,1397,112,81,1539953,66404
1364,PSM,15,1310720,5242880,5242880,528181738,30869216,85,0,0,164055,39.9476,16428,0.87,153319,0.39,0.00,18488050,444,131,17,1936284,0,361,0.96,9889,0.24,0.04,1362376,0,0,16,7054,0,18837,0.88,184605,0.37,0.00,23387239,1410,131,81,1945355,653
1365,PSM,15,1310720,5242880,5242880,533607690,58140832,90,0,0,173649,37.7405,9929,0.91,137302,0.42,0.00,16709763,460,128,19,2100483,16907,541,0.95,11233,0.24,0.02,1440170,0,0,17,15392,0,12391,0.91,169474,0.39,0.00,21630866,1426,128,84,2116968,18150
1366,PSM,15,1310720,5242880,5242880,528861914,58583396,89,0,0,172386,38.0170,24421,0.82,157063,0.39,0.00,18403156,430,125,29,2066147,37431,569,0.94,10824,0.26,0.02,1458446,0,0,16,11822,3583,27051,0.84,192507,0.37,0.00,23556838,1396,125,93,2078674,42668
1367,PSM,15,1310720,5242880,5242880,519075740,58671646,88,0,0,169541,38.6550,8418,0.93,136671,0.42,0.00,17473854,476,134,17,2049113,6850,725,0.93,10996,0.27,0.02,1471948,0,0,16,13165,2221,11196,0.92,170234,0.39,0.00,22590144,1444,134,81,2062548,11274
1368,PSM,15,1310720,5242880,5242880,530479552,57330864,89,0,0,172494,37.9932,14662,0.88,148832,0.41,0.00,18908230,460,127,29,2104692,4856,429,0.96,11583,0.25,0.02,1474996,0,0,16,15249,0,17083,0.89,181731,0.38,0.00,23882736,1426,127,93,2121049,5950
1369,PSM,15,1310720,5242880,5242880,542072336,56235760,91,0,0,175574,37.3267,8354,0.92,132743,0.41,0.00,18150631,445,135,22,2160941,0,331,0.96,9246,0.26,0.02,1307055,0,0,17,14990,0,10396,0.92,162109,0.39,0.00,22904641,1411,135,87,2177505,535
1370,PSM,15,1310720,5242880,5242880,513818494,56352584,87,0,0,167318,39.1685,9031,0.92,132711,0.42,0.00,17324420,476,129,19,1957567,75225,584,0.95,12489,0.29,0.02,1707016,0,0,16,14860,0,11342,0.92,165812,0.39,0.00,22514736,1442,129,83,1973620,76325
1371,PSM,15,1310720,5242880,5242880,488114374,56213908,83,0,0,159734,41.0282,9528,0.91,131229,0.42,0.00,16931695,430,134,31,1904780,15518,475,0.96,12428,0.24,0.02,1477109,0,0,16,14664,0,11898,0.92,165301,0.39,0.00,21946444,1396,134,95,1920798,16648
1372,PSM,15,1310720,5242880,5242880,477021424,58731054,81,0,0,157218,41.6848,9120,0.91,128908,0.41,0.00,16633694,476,140,16,1830441,42666,428,0.96,11684,0.34,0.03,2090978,0,0,16,12172,3512,11489,0.92,162585,0.39,0.00,22317622,1442,140,80,1842977,48021
1373,PSM,15,1310720,5242880,5242880,483305204,57414730,82,0,0,158675,41.3020,7881,0.92,124267,0.42,0.00,16286863,430,134,19,1865980,886,697,0.94,12198,0.37,0.03,2204065,0,0,16,12879,1972,10493,0.92,158198,0.40,0.00,22107433,1396,134,83,1879554,4700
1374,PSM,15,1310720,5242880,5242880,450161478,43397646,75,0,0,144837,45.2481,7757,0.92,123703,0.41,0.00,16655472,445,129,25,1657807,15477,264,0.97,9112,0.25,0.02,1285006,0,0,16,10983,0,10026,0.92,153600,0.39,0.00,21426844,1411,129,89,1670046,16657
1375,PSM,16,1310720,5242880,5242880,514845404,30218806,83,0,0,159950,40.9728,9314,0.92,144664,0.42,0.00,17338899,506,147,60,1995672,0,261,0.97,8835,0.25,0.04,1264244,0,0,16,7008,0,11441,0.92,175161,0.40,0.00,22141271,1473,147,124,2004523,597
1376,PSM,16,1310720,5242880,5242880,523474012,58711090,88,0,0,170842,38.3606,8752,0.92,138258,0.42,0.00,17203480,476,146,62,2146161,59122,337,0.96,8236,0.25,0.02,1240697,0,0,16,13118,2120,10941,0.92,168052,0.39,0.00,21984955,1442,146,126,2160063,63045
1377,PSM,16,1310720,5242880,5242880,516015626,60435198,87,0,0,169160,38.7420,8662,0.92,139875,0.42,0.00,16677561,491,143,48,2173720,0,1395,0.91,16061,0.27,0.03,2020281,0,0,16,15739,0,11857,0.92,177405,0.39,0.00,22206278,1457,143,112,2191521,537
1378,PSM,16,1310720,5242880,5242880,504292350,59515394,86,0,0,165450,39.6108,8622,0.92,135283,0.41,0.00,16775051,460,135,63,2116591,0,370,0.97,11781,0.27,0.02,1573678,0,0,16,15431,0,10723,0.93,169659,0.39,0.00,21992669,1426,135,127,2132983,1737
1379,PSM,16,1310720,5242880,5242880,517318398,59807966,88,0,0,169358,38.6967,8910,0.92,141435,0.41,0.00,17734534,476,140,66,2175099,0,1618,0.89,15937,0.27,0.03,2025079,0,0,16,15506,0,12347,0.92,179219,0.39,0.00,23334396,1442,140,130,2192692,582
1380,PSM,16,1310720,5242880,5242880,528998370,57904984,89,0,0,172227,38.0521,8820,0.92,135152,0.42,0.00,16994274,460,140,66,2161927,72971,492,0.94,8933,0.27,0.02,1299171,0,0,16,15036,0,11167,0.92,164664,0.40,0.00,21760559,1428,140,130,2178991,73585
1381,PSM,16,1310720,5242880,5242880,519242300,57645718,88,0,0,169288,38.7127,8920,0.92,132066,0.41,0.00,17006313,475,128,61,2185051,9285,1166,0.91,13525,0.28,0.02,1656641,0,0,16,13096,2052,11838,0.92,167350,0.39,0.00,22203662,1441,128,125,2198867,12969
1382,PSM,16,1310720,5242880,5242880,484338118,55089222,82,0,0,158296,41.4009,25016,0.81,157892,0.40,0.00,17891708,461,138,105,2027639,0,738,0.94,11941,0.25,0.02,1499399,0,0,16,14582,0,27722,0.83,191082,0.38,0.00,22948492,1427,138,169,2044456,0
1383,PSM,16,1310720,5242880,5242880,469169336,58956776,80,0,0,154980,42.2867,11541,0.90,145011,0.42,0.00,18448078,491,144,99,1952263,0,589,0.94,10482,0.37,0.03,2084858,0,0,16,15645,0,14062,0.91,176412,0.41,0.00,24055429,1457,144,163,1969595,543
1384,PSM,16,1310720,5242880,5242880,477021846,54843706,81,0,0,156077,41.9895,8572,0.92,132634,0.42,0.00,16877314,476,132,48,1883802,66337,472,0.95,11048,0.34,0.03,2110576,0,0,16,11494,2839,10741,0.92,164262,0.40,0.00,22448118,1442,132,112,1895935,70881
1385,PSM,16,1310720,5242880,5242880,438659938,43381996,73,0,0,141458,46.3289,8484,0.92,133852,0.42,0.00,16786574,476,139,64,1732111,0,649,0.94,12056,0.25,0.03,1531533,0,0,16,11126,0,11012,0.92,166603,0.40,0.00,21794953,1442,139,128,1744886,555
1386,RHT,1,1310720,5242880,5242880,768837352,61587746,126,0,0,243681,26.8942,39933,0.89,504192,0.77,0.10,140203752,13494,0,17,120150,104808,398,0.95,8515,0.25,0.02,1261665,0,0,16,16146,964,42451,0.89,533347,0.76,0.09,144954719,14506,0,81,136562,107723
1387,RHT,1,1310720,5242880,5242880,762844302,60237694,125,0,0,241526,27.1341,30991,0.91,523453,0.73,0.10,140880815,13465,0,16,99818,123408,440,0.95,9568,0.28,0.02,1400094,0,0,16,16160,608,33242,0.91,553228,0.72,0.09,145736890,14477,0,80,116444,125757
1388,RHT,1,1310720,5242880,5242880,766414762,59423298,126,0,0,242336,27.0434,33564,0.90,511997,0.74,0.10,140983464,13455,0,16,96042,128213,654,0.94,10987,0.27,0.02,1514088,0,0,16,16122,468,36380,0.90,543836,0.73,0.09,146015055,14469,0,80,112608,130392
1389,RHT,1,1310720,5242880,5242880,765907600,56685588,125,0,0,241383,27.1502,30935,0.91,494212,0.74,0.10,140594412,13491,0,16,124056,99954,423,0.95,8558,0.27,0.02,1277689,0,0,16,15718,0,33459,0.91,523407,0.73,0.09,145403869,14503,0,80,140451,101504
1390,RHT,1,1310720,5242880,5242880,766639796,57085526,125,0,0,241716,27.1128,43062,0.89,551811,0.72,0.10,142615155,13472,0,17,132074,92131,702,0.93,10903,0.27,0.02,1467608,0,0,17,15879,0,46002,0.89,584003,0.71,0.09,147590189,14484,0,82,148520,93791
1391,RHT,1,1310720,5242880,5242880,763105754,60490906,125,0,0,241678,27.1171,30837,0.91,506863,0.73,0.10,139955965,13462,0,16,111886,111380,548,0.94,9742,0.30,0.02,1496546,0,0,16,16180,636,36550,0.90,544205,0.72,0.09,147087824,14475,0,80,128510,113713
1392,RHT,1,1310720,5242880,5242880,767337678,60121668,126,0,0,242811,26.9905,32793,0.92,549257,0.70,0.10,140412299,13461,5,18,136144,88273,430,0.95,8789,0.26,0.02,1272666,0,0,16,16162,585,35412,0.92,579162,0.70,0.09,145201262,14473,5,82,152751,90632
1393,RHT,1,1310720,5242880,5242880,769916120,59771588,126,0,0,243465,26.9180,35553,0.90,518481,0.75,0.10,140280668,13487,5,16,108302,116937,508,0.95,10305,0.25,0.02,1385048,0,0,16,16142,502,38594,0.90,550148,0.74,0.09,145189996,14499,5,80,124883,119238
1394,RHT,1,1310720,5242880,5242880,762527946,61304530,125,0,0,241746,27.1094,30600,0.91,514482,0.73,0.10,139722950,13475,6,17,116609,106377,531,0.94,9121,0.26,0.02,1319355,0,0,17,16207,791,33332,0.91,544934,0.72,0.09,144596596,14487,6,82,133257,108976
1395,RHT,1,1310720,5242880,5242880,769564384,62725154,126,0,0,244228,26.8339,39926,0.89,471637,0.79,0.10,140227215,13488,0,17,118927,106131,1051,0.91,11777,0.25,0.02,1556936,0,5,16,16275,1172,43389,0.89,504756,0.78,0.09,145337149,14501,5,81,136227,108508
1396,RHT,1,1310720,5242880,5242880,769500652,62423166,126,0,0,244121,26.8457,43370,0.88,489093,0.77,0.10,141021054,13491,1,17,136187,89014,632,0.94,9890,0.27,0.02,1370294,0,0,16,16233,1040,46371,0.88,519753,0.76,0.09,145884280,14504,1,81,152814,91840
1397,RHT,2,1310720,5242880,5242880,558835476,44933458,92,0,0,177173,36.9898,35035,0.91,744402,0.68,0.10,194012904,13498,314,16,144040,176218,717,0.97,34954,0.50,0.04,3980879,0,53,16,23661,0,38063,0.91,800440,0.67,0.10,201514859,14508,367,80,168941,177262
1398,RHT,2,1310720,5242880,5242880,556189918,44668420,91,0,0,176320,37.1688,35472,0.92,758605,0.66,0.10,195303851,13496,430,19,146463,170837,775,0.97,37690,0.50,0.04,4121508,0,69,16,23369,0,38844,0.92,816508,0.65,0.10,202901596,14508,499,83,170635,172170
1399,RHT,2,1310720,5242880,5242880,550893514,44334168,90,0,0,174667,37.5205,33945,0.91,719004,0.68,0.10,193157453,13459,324,16,139879,175883,608,0.98,41471,0.49,0.04,4285842,0,87,16,23068,202,37082,0.91,781152,0.67,0.10,201018132,14471,411,80,163232,177911
1400,RHT,2,1310720,5242880,5242880,551134344,47085752,91,0,0,175546,37.3327,47624,0.89,738204,0.65,0.10,194229975,13457,77,17,96605,218239,762,0.97,39802,0.52,0.04,4770292,0,48,16,24166,577,50650,0.89,798047,0.65,0.10,202501784,14471,125,81,121236,220539
1401,RHT,2,1310720,5242880,5242880,555364266,42469422,91,0,0,175432,37.3569,33694,0.92,738420,0.65,0.10,192552381,13480,53,17,132398,185354,693,0.97,34518,0.49,0.04,3810742,0,55,16,22498,0,36999,0.92,793039,0.64,0.10,199863090,14492,108,81,155931,186508
1402,RHT,2,1310720,5242880,5242880,558009566,45577350,92,0,0,177120,37.0009,36810,0.91,746457,0.66,0.10,193372202,13463,252,16,123808,196022,1498,0.94,40056,0.50,0.04,4329307,0,75,16,19994,3995,40661,0.91,806386,0.65,0.10,201170260,14476,327,80,144125,201881
1403,RHT,2,1310720,5242880,5242880,547764296,45891118,90,0,0,174206,37.6198,35475,0.91,707570,0.69,0.10,190423425,13460,65,16,119663,194748,843,0.97,38710,0.54,0.04,4682748,48,59,16,24036,184,38607,0.91,765960,0.68,0.10,198547955,14520,124,80,144133,196678
1404,RHT,2,1310720,5242880,5242880,561761620,46272914,92,0,0,178425,36.7303,36179,0.91,757356,0.66,0.10,197452518,13493,496,16,140089,181778,448,0.98,37637,0.52,0.04,4389049,0,67,16,24056,264,39066,0.91,816664,0.66,0.10,205415871,14505,563,80,165208,183243
